id,question,answer_key,answer,risk_score,path_taken,is_correct,extracted_key,latency_seconds
Mercury_SC_415457,Which alternative energy resource is used most like coal?,D,B,0.006493379817416041,Fast Path (Untouched),0,B,0.5900840759277344
Mercury_404272,Which statement is an opinion about the heart?,B,B,0.03989910038303585,"Combined Steer Path (α=-0.06, N=10)",1,B,0.5970287322998047
Mercury_SC_401801,Which best explains why it is important to perform repeated trials of an experiment?,A,A,0.017520933763799058,Fast Path (Untouched),1,A,0.5883281230926514
Mercury_7142800,Mangrove trees are an important wetland inhabitant. Which is an example of a limiting factor in mangrove wetlands that is unrelated to the density of the mangrove wetland?,B,B,0.07873768135772553,"Combined Steer Path (α=-0.18, N=10)",1,B,0.6153469085693359
Mercury_SC_401587,Which stage occurs in both the life cycle of a tree and in the life cycle of a frog?,A,A,0.02927708992486564,"Combined Steer Path (α=-0.03, N=10)",1,A,0.5987658500671387
NCEOGA_2013_5_20,Which characteristic would a child not inherit from one or both of its parents?,B,B,0.1300280273014241,"Combined Steer Path (α=-0.33, N=10)",1,B,0.604802131652832
Mercury_SC_401361,What do the tinted lenses of sunglasses do to the UV rays of the Sun?,C,A,0.01044944796971032,Fast Path (Untouched),0,A,0.6095051765441895
Mercury_SC_401605,Which item can safely be reused after an investigation?,A,B,0.03306725508492196,"Combined Steer Path (α=-0.04, N=10)",0,B,0.6181840896606445
Mercury_SC_400046,Which characteristic explains why powdered tea becomes a solution when mixed with water?,B,B,0.02530409053459051,"Combined Steer Path (α=-0.01, N=10)",1,B,0.6198351383209229
Mercury_7219678,Desalination removes salt from water. Removing salt from water can be risky because the process is expensive and slow. Sometimes the technology does not work. A beach community's surface and ground water was decreasing. The community decided to construct a large-scale plant to remove salt from the bay water. The plan to construct a salt-removing plant was accepted because the community,A,D,0.0012891409225830903,Fast Path (Untouched),0,D,0.7039728164672852
MDSA_2007_8_30,"As the human population grows, the demand for natural resources increases. Which activity wastes a natural resource?",C,C,0.021404842521415446,"Combined Steer Path (α=-0.00, N=10)",1,C,0.6084058284759521
Mercury_SC_401585,During which season does sunset occur latest in the day?,A,A,0.03863338765665126,"Combined Steer Path (α=-0.05, N=10)",1,A,0.5865893363952637
Mercury_7126263,Which best describes the transformation of energy in a flashlight?,B,B,0.0077853676191632516,Fast Path (Untouched),1,B,0.5985937118530273
Mercury_404609,Which feature of Great Basin National Park provides the best evidence that glaciers have moved over the landscape?,D,D,0.014678399393816283,Fast Path (Untouched),1,D,0.6184260845184326
Mercury_7103530,A student wants to determine which hand soap kills more bacteria. Her teacher tells her to change only the type of hand soap. The type of bacterium tested must be the same. Only one variable is tested because it,B,D),0.28125309426299805,"Combined Steer Path (α=-0.80, N=10)",0,D,0.6958589553833008
VASoL_2010_3_39,A simple machine makes work easier because using it ___.,A,A,0.0570458988830842,"Combined Steer Path (α=-0.11, N=10)",1,A,0.6069412231445312
Mercury_400500,Which set of elements contains only metals?,C,C,0.012430708136754209,Fast Path (Untouched),1,C,0.6061522960662842
Mercury_SC_414156,A compass can be made by magnetizing a needle and setting it on a floating cork. The cork will turn so that the needle is pointed north. Which statement explains why the needle points north?,C,C,0.0676207269210596,"Combined Steer Path (α=-0.14, N=10)",1,C,0.6855483055114746
MCAS_2011_8_15365,Leopard's opening chant suggests that he is,C,C,0.03039283969324129,"Combined Steer Path (α=-0.03, N=10)",1,C,0.6033997535705566
Mercury_7086748,Which of these is most necessary for the production of geothermal energy?,A,A,0.019820240643186694,Fast Path (Untouched),1,A,0.6382255554199219
Mercury_7130778,Organisms interact in the flow of energy in an ecosystem. Carnivores and omnivores are classified as consumers. Which two organisms are also classified as consumers?,C,D,0.027390875924010842,"Combined Steer Path (α=-0.02, N=10)",0,D,0.6581804752349854
Mercury_SC_406710,A chameleon can change colors to match its surroundings. This ability helps the chameleon survive because it can,C,C,0.04475581400247102,"Combined Steer Path (α=-0.07, N=10)",1,C,0.6447162628173828
LEAP_2005_8_10404,The radiant energy that comes to Earth from the Sun is,D,D,0.013413714030702009,Fast Path (Untouched),1,D,0.6167685985565186
Mercury_7109463,Which process in the carbon cycle takes the longest to complete?,D,D,0.008969557220463522,Fast Path (Untouched),1,D,0.606295108795166
Mercury_416593,"In 2014, a break in a storm water pipe released thousands of gallons of coal ash from a retired electrical plant into a river. The spill occurred upstream from the water treatment plants that serve communities along the river. Coal ash contains several hazardous metals including arsenic. Which stage of the water treatment process is most likely to remove hazardous metals from the water?",B,B,0.06766575231484687,"Combined Steer Path (α=-0.14, N=10)",1,B,0.7153618335723877
CSZ_2005_5_CSZ10021,Why is watering plants and grass in the early morning a way to conserve water?,B,B,0.006438344826449028,Fast Path (Untouched),1,B,0.6526024341583252
Mercury_SC_410837,Researchers breed plants to produce crops that have helpful traits. One of these traits is the ability to grow where there is little moisture. How would this trait most likely benefit farmers?,B,B,0.04807226199916232,"Combined Steer Path (α=-0.08, N=10)",1,B,0.6550858020782471
Mercury_SC_401272,Thomas Edison most likely invented the light bulb by using,D,D,0.01352756268451842,Fast Path (Untouched),1,D,0.6172518730163574
Mercury_SC_401792,Which is a renewable resource?,C,C,0.01020141473706376,Fast Path (Untouched),1,C,0.605034589767456
Mercury_SC_408321,Many countries depend on the energy from fossil fuels. Some scientists suggest using renewable sources of energy instead. Why would scientists most likely suggest using renewable sources of energy?,A,A,0.09701758346801616,"Combined Steer Path (α=-0.23, N=10)",1,A,0.6520364284515381
Mercury_7011130,Two chemicals react in a beaker that has water droplets on the outside of the bottom of the beaker. The water droplets freeze. Which statement best describes the reaction?,A,A,0.02859506867317194,"Combined Steer Path (α=-0.02, N=10)",1,A,0.6508104801177979
TIMSS_2011_4_pg45,Some plants produce fruit such as apples. What is one function of a fruit?,A,A,0.024746702356178974,"Combined Steer Path (α=-0.01, N=10)",1,A,0.6617035865783691
Mercury_7001295,"In order to compare the results of an experiment among different groups, each group must",C,C,0.11515609651109919,"Combined Steer Path (α=-0.29, N=10)",1,C,1.0134682655334473
Mercury_7271128,What is the complementary base to cytosine in DNA?,C,B,0.01881950557230928,Fast Path (Untouched),0,B,0.8515126705169678
LEAP_2000_8_2,El Cajon Pass in California is becoming higher than the land around it at a rate of nearly one centimeter each year. Which statement is true about the area?,A,D,0.1271185204200984,"Combined Steer Path (α=-0.33, N=10)",0,D,0.9905040264129639
Mercury_SC_405931,"Pesticides are used by farmers to control insects. Sometimes, the pesticides run off into streams. This is an example of",D,D,0.0337124063583618,"Combined Steer Path (α=-0.04, N=10)",1,D,0.6399228572845459
Mercury_SC_402616,Which is an example of condensation?,D,D,0.006642435207534968,Fast Path (Untouched),1,D,0.6131072044372559
Mercury_SC_409009,Bernice studied some organisms that live together in a field. In which way is a rabbit similar to the plant it eats?,A,A,0.058562221878788595,"Combined Steer Path (α=-0.12, N=10)",1,A,0.6326491832733154
Mercury_415084,"Students observed a turtle in the schoolyard. They measured the distance that the turtle traveled in 30 minutes. If the turtle walked 40 meters in that time, what was its average speed?",C,A,0.07735074975339565,"Combined Steer Path (α=-0.17, N=10)",0,A,0.6372950077056885
Mercury_7016310,What atomic structure is made up of MORE than one particle?,C,C,0.012308604773353125,Fast Path (Untouched),1,C,0.609398603439331
MCAS_2015_5_14,Which of the following describes water changing from liquid to solid?,A,A,0.011798583622949305,Fast Path (Untouched),1,A,0.6095418930053711
Mercury_406800,Bacteria are organisms that reproduce asexually. What would the traits inherited by a newly produced bacterium be like?,B,B,0.020043376595923312,Fast Path (Untouched),1,B,0.6510446071624756
Mercury_7182210,Tide pools are habitats for several kinds of organisms that attach to the rocky surface and depend upon tides for food and oxygen. Sea stars present in these tide pools feed on mussels and other shellfish that have no other natural predators. How will it most likely impact species diversity if all of the sea stars are removed from the tide pool ecosystem?,B,B,0.04807226199916232,"Combined Steer Path (α=-0.08, N=10)",1,B,0.7283444404602051
Mercury_7072380,The amount of gravitational attraction between the Moon and an astronaut standing on its surface depends on the astronaut's distance from the center of the Moon and the astronaut's,B,B,0.027125859330338904,"Combined Steer Path (α=-0.02, N=10)",1,B,0.6607635021209717
Mercury_416683,Which of the following events along the west coast of the United States provides direct evidence that upwelling brings nutrient-rich waters to the surface?,C,C),0.0208147751543154,"Combined Steer Path (α=-0.00, N=10)",1,C,0.6906936168670654
Mercury_SC_405827,"Two girls are pulling on opposite ends of a thick rope. Both girls pull on the rope with the same force but in opposite directions. If both girls continue to pull with the same force, what will most likely happen?",B,B,0.05190150742032241,"Combined Steer Path (α=-0.10, N=10)",1,B,0.6447069644927979
Mercury_7141610,There is a very slight change in gravity at the top of a mountain. Which property would most likely be less at the top of a mountain?,B,B,0.015310978492013164,Fast Path (Untouched),1,B,0.6222875118255615
Mercury_SC_401766,Which is the best example of an object that refracts light?,A,A,0.0034650230180845966,Fast Path (Untouched),1,A,0.5988788604736328
Mercury_SC_400012,Polar bears are very heavy. About half of a polar bear's mass is fat. How does this adaptation most help a polar bear as it hunts in the Arctic Ocean?,D,D,0.02871429465093976,"Combined Steer Path (α=-0.02, N=10)",1,D,0.6316962242126465
AKDE&ED_2008_8_48,Which process will most likely lead to the scientific acceptance of a hypothesis?,A,A,0.036366460886021315,"Combined Steer Path (α=-0.05, N=10)",1,A,0.6059539318084717
TAKS_2009_8_27,Which of these best explains why the oceans have a great impact on the weather over the continents?,C,C),0.024404430393563516,"Combined Steer Path (α=-0.01, N=10)",1,C,0.6889059543609619
Mercury_410807,Under which circumstance would an adaptation that shortens the time of a tadpole's metamorphosis be most useful?,B,B,0.04399893062739325,"Combined Steer Path (α=-0.07, N=10)",1,B,0.6317918300628662
Mercury_LBS10131,"A pot is touching the flame of a gas stove, and the substance in the pot is heating up due to the contact. This is an example of which type of energy transfer?",C,C,0.0405884515055581,"Combined Steer Path (α=-0.06, N=10)",1,C,0.6226906776428223
Mercury_SC_LBS10027,What is potential energy?,B,B,0.002476235921829509,Fast Path (Untouched),1,B,0.6371419429779053
Mercury_7212398,The best way to separate salt from water is with the use of,B,B,0.041772307494889804,"Combined Steer Path (α=-0.06, N=10)",1,B,0.6514620780944824
Mercury_SC_400404,Which investigation would require the longest period of observation?,D,A,0.030646321878838482,"Combined Steer Path (α=-0.03, N=10)",0,A,0.6340134143829346
Mercury_7203560,Black-and-white warblers migrate from their breeding range in Canada to southern Florida for the winter. Which is most likely to occur if environmental factors limit the number of female warblers that return to Canada?,A,A,0.1298867636129821,"Combined Steer Path (α=-0.33, N=10)",1,A,0.6664366722106934
Mercury_7057488,One characteristic that is unique to water is that it,D,D,0.004697547151352496,Fast Path (Untouched),1,D,0.6014046669006348
TIMSS_2003_8_pg85,Which of the following takes place during fertilization in animals?,B,B,0.024954306589180145,"Combined Steer Path (α=-0.01, N=10)",1,B,0.5942709445953369
Mercury_7057085,What information best helps a meteorologist predict the possibility of tornadoes developing in a certain area?,B,A,0.0220112613846301,"Combined Steer Path (α=-0.00, N=10)",0,A,0.6091618537902832
Mercury_7164623,A group of friends decided to go camping for the weekend. They gathered some tree branches and built a campfire. What type of energy of the tree branches did the friends use?,C,C,0.04942959153050185,"Combined Steer Path (α=-0.09, N=10)",1,C,0.6168246269226074
Mercury_SC_406482,A class tested the amount of vitamin C in fresh orange juice and calculated a different amount than the previous class that conducted the same investigation. What should most likely be done to make sure that their results are accurate?,D,D,0.124955970243307,"Combined Steer Path (α=-0.32, N=10)",1,D,0.632178544998169
TAKS_2009_5_36,"When a dog sees a cat, a message travels from the dog's eyes to the dog's",A,A,0.029317696476998414,"Combined Steer Path (α=-0.03, N=10)",1,A,0.610400915145874
Mercury_SC_405130,"A science class is divided into two groups. The first group plays loud music in a room that has thick carpet on the ceiling, walls, and floor. The second group is outside of the room but does not hear the music because the sound was",A,A,0.06496954530722614,"Combined Steer Path (α=-0.14, N=10)",1,A,0.6324906349182129
MDSA_2009_5_25,Baking soda mixed with vinegar produces carbon dioxide and water. The best way to prove that no mass was lost during this reaction is to,B,B,0.18535517092230847,"Combined Steer Path (α=-0.50, N=10)",1,B,0.6646950244903564
Mercury_7106960,A student is studying nonrenewable resources. Which of these resources could the student be studying?,A,A,0.07474252472735309,"Combined Steer Path (α=-0.17, N=10)",1,A,0.6384594440460205
Mercury_7221655,"Electric cars are expensive to own, and recharging stations are not readily available. Unlike cars that run on fossil fuels, electric cars produce no carbon monoxide when being driven. Which of the following best explains why people choose to use this technology?",C,C),0.1875752815825728,"Combined Steer Path (α=-0.51, N=10)",1,C,0.7602229118347168
Mercury_409115,"When a person parachutes from a plane, she travels at about 67 meters per second. When she pulls her cord and her chute opens, she slows to about 3 meters per second. If the velocity and acceleration are both considered positive before the chute opens, how do her velocity and acceleration change when the chute opens?",C,D,0.0690295067832239,"Combined Steer Path (α=-0.15, N=10)",0,D,0.7023153305053711
Mercury_7027405,A student wishes to measure the rate of evaporation of a volatile liquid at room temperature. Which piece of equipment would be best to use in this investigation?,A,A,0.056548706469861695,"Combined Steer Path (α=-0.11, N=10)",1,A,0.6039412021636963
Mercury_402502,"According to the periodic table, argon is found in what column?",D,D,0.027735311031639613,"Combined Steer Path (α=-0.02, N=10)",1,D,0.5913059711456299
VASoL_2008_3_32,Students want to know how big the leaves of an oak tree are. The BEST way to measure the size of the leaves is to ___.,B,B,0.0667705080643755,"Combined Steer Path (α=-0.14, N=10)",1,B,0.6070325374603271
MEA_2013_8_15,A ball is thrown downward onto a concrete floor and bounces upward. What supplies the upward force that makes the ball bounce?,A,A,0.021675681934441776,"Combined Steer Path (α=-0.00, N=10)",1,A,0.6114137172698975
Mercury_7133945,"In order to determine if two atoms are copper (Cu) atoms, what must be the same for each?",B,B,0.06397913881730681,"Combined Steer Path (α=-0.13, N=10)",1,B,0.6040382385253906
MCAS_2014_5_15,Temperature changes along the coast are usually less extreme than temperature changes farther inland. Which of the following statements best explains why?,D,D,0.05523028862965591,"Combined Steer Path (α=-0.11, N=10)",1,D,0.612736701965332
Mercury_406639,The human population is increasing every day. How does this increase in population affect the natural resources that maintain humans?,B,B,0.008969557220463522,Fast Path (Untouched),1,B,0.6030547618865967
MCAS_1999_8_1,"The primary cause of continental drift, earthquakes, and volcanic eruptions is",A,A,0.013077809024214437,Fast Path (Untouched),1,A,0.5937306880950928
Mercury_7027160,A brand of fertilizer claims that it contains all the chemicals a plant needs for rapid growth. It may be inferred that the fertilizer includes all these ingredients except,C,C) carbohydrates.,0.05325281098018586,"Combined Steer Path (α=-0.10, N=10)",1,C,0.7760875225067139
Mercury_400084,An unbalanced equation for the reaction of methane gas (CH_{4}) with oxygen is shown below. CH_{4} + \Box O_{2} -> 2CO_{2} + 4H_{2}O How many molecules of oxygen gas (O_{2}) are needed to properly balance this equation?,D,B,0.04393891024523191,"Combined Steer Path (α=-0.07, N=10)",0,B,0.692716121673584
TIMSS_2003_8_pg47,Which is a chemical change?,C,C,0.011567774851742912,Fast Path (Untouched),1,C,0.634533166885376
Mercury_7252753,Some bacteria use iron found in their systems as a means to guide their movement. Which stimulus most likely triggers this movement mechanism?,A,A,0.03810655349454739,"Combined Steer Path (α=-0.05, N=10)",1,A,0.6279950141906738
Mercury_7109603,Insulin is an important protein for the regulation of glucose levels in the blood. Which statement best describes the function of insulin?,A,A,0.031159441788859845,"Combined Steer Path (α=-0.03, N=10)",1,A,0.6187903881072998
Mercury_403930,A student found a worm under some leaves and wrote observations about the worm in a notebook. Which is a fact that could be found in the student's notebook?,C,B,0.20218782383203446,"Combined Steer Path (α=-0.56, N=10)",0,B,0.6216330528259277
Mercury_405804,Which resource is renewable?,D,D,0.011072460601386875,Fast Path (Untouched),1,D,0.5802361965179443
Mercury_7081305,Two forces act in opposite directions on a wood block. What will happen if the forces are unbalanced?,D,D,0.015375693685003897,Fast Path (Untouched),1,D,0.606287956237793
Mercury_SC_416169,Nick is making a model to show how human skin covers the body. What material would work best?,A,A,0.022477065415210735,"Combined Steer Path (α=-0.01, N=10)",1,A,0.6099996566772461
Mercury_SC_402638,"The following mountain ranges: the Alps, Appalachians, and Himalayas are formed from",A,C,0.010718576421763975,Fast Path (Untouched),0,C,0.6061325073242188
Mercury_416650,Which step in asexual reproduction would you expect to find in volvox but not in amoebas?,C,C,0.05058266150723111,"Combined Steer Path (α=-0.09, N=10)",1,C,0.6031866073608398
Mercury_7171605,Students are observing two fossils in a lab. They are told by the teacher that the fossils were found in different rock layers. What can the students most likely determine from just observing the fossils?,D,D,0.09329901661099735,"Combined Steer Path (α=-0.22, N=10)",1,D,0.6240465641021729
Mercury_7270358,"Cell differentiation is the result of gene expression. Genes can be regulated several ways. For example, small interference RNA molecules (siRNA), prevent gene expression by binding to the product of transcription. How do siRNA molecules silence genes?",D,D,0.010100985125432919,Fast Path (Untouched),1,D,0.6245248317718506
ACTAAP_2014_5_8,"Which best describes how the sun might compare to a different-sized star, if they were right next to each other?",B,B,0.026309079484321353,"Combined Steer Path (α=-0.02, N=10)",1,B,0.6252751350402832
Mercury_7171570,The digestive system breaks food down into molecules that are used by our body's cells. Which other body system regulates how fast or slow the digestive system functions?,D,D,0.03238925678347115,"Combined Steer Path (α=-0.04, N=10)",1,D,0.6384961605072021
MEA_2016_8_15,Which list has objects in order from the smallest to the largest?,A,C,0.031073348040559865,"Combined Steer Path (α=-0.03, N=10)",0,C,0.6624352931976318
TIMSS_1995_8_R2,"When white light shines on Peter's shirt, the shirt looks blue. Why does the shirt look blue?",B,B,0.04790917510838378,"Combined Steer Path (α=-0.08, N=10)",1,B,0.631126880645752
NYSEDREGENTS_2008_8_30,Part of the east coast of South America and the west coast of Africa have matching fossils within the same series of rock layers. This provides evidence that these two continents were once,2,2),0.029974876120335055,"Combined Steer Path (α=-0.03, N=10)",0,,0.6818587779998779
Mercury_SC_400062,A plateau is most likely formed by,D,D,0.017843336925971398,Fast Path (Untouched),1,D,0.5943765640258789
NYSEDREGENTS_2013_4_17,One example of a living thing is,D,D,0.004874350191803546,Fast Path (Untouched),1,D,0.5841712951660156
Mercury_SC_401357,Which process in the water cycle returns water to the atmosphere?,B,D,0.008475846878329925,Fast Path (Untouched),0,D,0.5927906036376953
Mercury_7210455,In which way is any single observation of wind speed best described?,C,C),0.04295978421327036,"Combined Steer Path (α=-0.07, N=10)",1,C,0.6737213134765625
ACTAAP_2009_5_12,A student shines a flashlight on different colors of paper. Which color of paper will absorb the most light?,B,B,0.03494291146083098,"Combined Steer Path (α=-0.04, N=10)",1,B,0.624290943145752
Mercury_SC_401798,Which situation would affect an organism's niche in a positive way?,C,C,0.02598188293117122,"Combined Steer Path (α=-0.02, N=10)",1,C,0.6101548671722412
Mercury_7029558,"Aphids are small, soft-bodied insects that feed on certain types of plants. Which level of a food web would be occupied by an aphid?",C,C,0.030350790572528447,"Combined Steer Path (α=-0.03, N=10)",1,C,0.616727352142334
AKDE&ED_2012_8_20,Which physical features are part of an animal that would most likely be classified as a reptile?,B,B,0.019544741105587456,Fast Path (Untouched),1,B,0.6110990047454834
Mercury_SC_416529,Why do most of the leaves of forest trees grow at the top of the tree?,B,B,0.004338125028768674,Fast Path (Untouched),1,B,0.6383106708526611
Mercury_414352,A 0.20 kg softball travels 97 meters (m) south for 4.5 seconds (s). What piece of information distinguishes the velocity from the speed of the ball?,A,A,0.10749543363091177,"Combined Steer Path (α=-0.27, N=10)",1,A,0.6674768924713135
Mercury_7213343,A potential negative impact of building a dam on a river is that the dam,A,A,0.0005966843441391427,Fast Path (Untouched),1,A,0.6120779514312744
NYSEDREGENTS_2008_8_9,Many cars today are designed to get better gas mileage than those made in the past. This change resulted from a need to,4,4),0.03868645397410339,"Combined Steer Path (α=-0.05, N=10)",0,,0.6719083786010742
Mercury_7217298,Which of the following activities should be omitted from scientific inquiry?,A,A,0.07664044313179323,"Combined Steer Path (α=-0.17, N=10)",1,A,0.5966310501098633
Mercury_7267523,Which of the following natural disasters is most likely to result in a narrow path of destruction through a forest?,B,B,0.013680844557544014,Fast Path (Untouched),1,B,0.6116423606872559
NYSEDREGENTS_2008_8_11,What is the nutrient source for some fungi?,4,D,0.004724326273513018,Fast Path (Untouched),0,D,0.5963070392608643
Mercury_SC_401373,Which is an example of electricity flowing in a circuit to produce sound?,A,A,0.007654120696252281,Fast Path (Untouched),1,A,0.6084470748901367
Mercury_SC_402120,Which tool would be best to use to determine how long it takes a cup of water to boil?,C,C,0.00840415151457106,Fast Path (Untouched),1,C,0.6183803081512451
MEA_2013_8_18,What is a similarity between sound waves and light waves?,A,A,0.02927708992486564,"Combined Steer Path (α=-0.03, N=10)",1,A,0.6073212623596191
MCAS_2014_5_5,The students in a class are making a scale model. They need a material that they can easily bend into a circle. Which of the following objects is best for the students to use?,A,A,0.08866494135205864,"Combined Steer Path (α=-0.21, N=10)",1,A,0.6248104572296143
ACTAAP_2010_7_12,Each student in Ms. Jordan's science class was given a beaker containing several substances that had been stirred thoroughly. Maxwell must classify the contents of his beaker as either a compound or a mixture. Which of the following would indicate that the beaker contains a mixture?,D,D,0.10184325335345068,"Combined Steer Path (α=-0.25, N=10)",1,D,0.6980159282684326
Mercury_401241,Hawks have sharp claws called talons that help them capture prey. Talons are best described as,A,A,0.00437528639171599,Fast Path (Untouched),1,A,0.6464247703552246
Mercury_7038028,Which of these is an important safety rule to follow when using chemicals?,C,C,0.028994367574352656,"Combined Steer Path (α=-0.03, N=10)",1,C,0.6427638530731201
Mercury_SC_408547,The end result in the process of photosynthesis is the production of sugar and oxygen. Which step signals the beginning of photosynthesis?,C,C,0.08230500134115298,"Combined Steer Path (α=-0.19, N=10)",1,C,0.6378257274627686
Mercury_405462,A scientist claims that he made a discovery in the lab. What does the scientist need to have in order to prove that the discovery is valid?,B,B,0.06415036718631945,"Combined Steer Path (α=-0.13, N=10)",1,B,0.646432638168335
Mercury_7122640,Which of these is an unpiloted spacecraft designed to gather information while orbiting planets other than Earth?,A,A,0.02363462988590353,"Combined Steer Path (α=-0.01, N=10)",1,A,0.6175947189331055
AKDE&ED_2012_8_6,Which change in Earth's surface is most directly related to the water cycle?,A,A,0.016082961091163275,Fast Path (Untouched),1,A,0.6008882522583008
FCAT_2008_5_1,Ariana uses balloons to investigate static electricity. Which of the following best explains what will happen when she brings two positively charged balloons close to each other?,A,A,0.04929558573616823,"Combined Steer Path (α=-0.09, N=10)",1,A,0.6375389099121094
MCAS_2012_8_23651,Which of the following could occur as a result of decreasing the heat energy of a gas?,A,A,0.02035421072475411,Fast Path (Untouched),1,A,0.6157689094543457
Mercury_SC_415719,Anna is holding an ice cube. Why does the ice cube melt in her hand?,A,A,0.027928478263943585,"Combined Steer Path (α=-0.02, N=10)",1,A,0.6341431140899658
LEAP_2007_4_10280,"When Jake breathes out on a cold day, a cloud is formed. Which change occurs that lets Jake see his breath as a cloud?",A,C,0.07346894054285884,"Combined Steer Path (α=-0.16, N=10)",0,C,0.6291494369506836
Mercury_7187373,Some non-native plants can adapt to their environments more quickly than some native plants or crops can. Which adaptation would most likely decrease a plant's ability to survive?,D,D,0.05939428272373585,"Combined Steer Path (α=-0.12, N=10)",1,D,0.6370759010314941
Mercury_7016800,"When there is an accidental spill in the lab, it is most important to know",D,D,0.2740937939904601,"Combined Steer Path (α=-0.78, N=10)",1,D,0.6200578212738037
Mercury_7210123,A student uses a bar graph to display the amount of rainfall per week over a 3-month period. Which other method of presentation is appropriate for the data?,A,A,0.0741032155768377,"Combined Steer Path (α=-0.16, N=10)",1,A,0.6489403247833252
Mercury_404841,Which of these will result in the least gravitational attraction?,D,B,0.007941313352983695,Fast Path (Untouched),0,B,0.6422410011291504
