id,question,answer_key,answer,risk_score,path_taken,is_correct,extracted_key,latency_seconds
Mercury_SC_405020,Oxygen-rich blood returns from the lungs to the heart. Which two systems are most directly involved in this process?,D,D),0.02601804161639697,"Combined Steer Path (α=-0.02, N=10)",1,D,0.6899352073669434
NYSEDREGENTS_2012_4_17,Which characteristic helps some animals defend themselves against predators?,A,A,0.017180128169737408,Fast Path (Untouched),1,A,0.6242885589599609
Mercury_SC_406626,Which is a statement of fact?,C,C,0.053288816251835895,"Combined Steer Path (α=-0.10, N=10)",1,C,0.6128714084625244
NYSEDREGENTS_2008_4_7,Which energy transformation occurs when a person hits a drum with a drumstick?,D,D,0.0070901654776266395,Fast Path (Untouched),1,D,0.5742249488830566
Mercury_7033600,Which tool will best help scientists understand relationships between oceans and climate changes?,A,A,0.013451558177105541,Fast Path (Untouched),1,A,0.5785341262817383
Mercury_7194268,"Stars form from nebulae of dust and gases. Depending on its properties, a star may become a red, yellow, white, or blue star. Which property determines this star type?",C,C,0.029974876120335055,"Combined Steer Path (α=-0.03, N=10)",1,C,0.5991158485412598
Mercury_7175770,Which cellular structure in an animal cell helps maintain homeostasis by controlling the transportation of substances into and out of the cell?,D,D,0.021255809362994704,"Combined Steer Path (α=-0.00, N=10)",1,D,0.5963199138641357
VASoL_2008_3_38,Ice cubes are an example of which form of water?,C,C,0.023339897211759674,"Combined Steer Path (α=-0.01, N=10)",1,C,0.5739908218383789
Mercury_7081288,A student organizes a list of the distances that five students ran in 10 minutes. Another way to best organize this data is by using a,B,B,0.0220112613846301,"Combined Steer Path (α=-0.00, N=10)",1,B,0.602266788482666
AIMS_2008_4_18,Which of the following contains salt water?,A,A,0.008793598562535079,Fast Path (Untouched),1,A,0.5731556415557861
Mercury_7207183,Sandstone and all other types of sedimentary rock are made up of particles. The source materials of these particles consist of,A,A,0.012589456994026213,Fast Path (Untouched),1,A,0.6015839576721191
MCAS_2012_8_23643,Ann makes hats for people. She has each person select the fabric and a hat style before she makes the hat to fit the person's head size. Which type of manufacturing system is Ann most likely using to make hats?,B,B,0.07729981418811989,"Combined Steer Path (α=-0.17, N=10)",1,B,0.6050212383270264
Mercury_7069388,"A flat piece of paper has a mass of 5 grams. When the paper is crumpled into a ball, the mass of the crumpled paper is",C,D,0.021374954349337665,"Combined Steer Path (α=-0.00, N=10)",0,D,0.605304479598999
Mercury_SC_408554,"A group of workers needs to move a piano from the second floor of a building. The piano is too wide to fit through the door, so they will lower the piano to the ground through a window. Which tool would be best to help the workers lower the piano from the window?",C,C,0.03279442628885003,"Combined Steer Path (α=-0.04, N=10)",1,C,0.6462447643280029
MCAS_2003_5_3,What causes sound?,B,B,0.0017047481674956739,Fast Path (Untouched),1,B,0.617201566696167
Mercury_182700,"In 1989, the unusually low snowpack in portions of the Sierra Nevada Mountains led to a widespread emergence of Edith's checkerspot butterflies in April. In these regions, flowers do not appear until May. What was the most likely result of the early emergence of these butterflies?",A,B,0.115520322701615,"Combined Steer Path (α=-0.29, N=10)",0,B,0.6877574920654297
MCAS_2003_8_28,"Kendra's mom is purchasing a car, but cannot decide what color to get. Kendra advises her mom that a car with a black exterior will be uncomfortable in the summer. This observation is correct because dark objects, as compared to lighter colored objects,",C,C,0.19338186094885698,"Combined Steer Path (α=-0.53, N=10)",1,C,0.6095743179321289
Mercury_7001855,"A student drops a white tablet into a glass of water, producing carbon dioxide gas. This is a demonstration of",B,B,0.02488491730203105,"Combined Steer Path (α=-0.01, N=10)",1,B,0.5996522903442383
MCAS_2000_4_32,The parts of plants that make seeds are the,C,C,0.0034748977570159467,Fast Path (Untouched),1,C,0.5756654739379883
Mercury_400806,The electrical charge of the nucleus of an atom is +12. How many electrons does the atom have in its neutral state?,B,A,0.11272361799167042,"Combined Steer Path (α=-0.28, N=10)",0,A,0.5999610424041748
Mercury_7170643,Respiration is a process during which energy is released from glucose. This energy is used for processes such as growth of the body. Which type of energy does respiration release?,A,A,0.04067193623812972,"Combined Steer Path (α=-0.06, N=10)",1,A,0.6021063327789307
MCAS_2000_8_24,Which is the best evidence for the theory of continental drift?,D,D,0.0076976238895195455,Fast Path (Untouched),1,D,0.5876584053039551
Mercury_SC_401163,A scientist trying to identify an unknown liquid may heat the liquid. Which would be the best reason for the scientist to heat the liquid?,C,C,0.07188124782543262,"Combined Steer Path (α=-0.16, N=10)",1,C,0.6007797718048096
Mercury_406923,A cyclist travels 3 km north in 25 minutes. What does this information describe?,C,C,0.09843394555967844,"Combined Steer Path (α=-0.24, N=10)",1,C,0.5914335250854492
Mercury_404991,Which is a primary energy source used by power plants to generate electricity?,A,A,0.015375693685003897,Fast Path (Untouched),1,A,0.5839321613311768
Mercury_SC_401122,A metal pan will heat up quickly when placed over a gas or electric burner. The metal pan is a good,C,C,0.044451582747505956,"Combined Steer Path (α=-0.07, N=10)",1,C,0.5939490795135498
NYSEDREGENTS_2010_4_3,Which form of energy is produced when a guitar string vibrates?,D,D,0.007567844881706249,Fast Path (Untouched),1,D,0.6172723770141602
Mercury_7222670,"Structures in the universe are grouped into large systems, each of which are made up of smaller systems. Which of the following is the largest system of which Earth is only a very small part?",C,C,0.023932993196018767,"Combined Steer Path (α=-0.01, N=10)",1,C,0.6696972846984863
Mercury_SC_LBS10344,How does the presence of organic matter contribute to good soil?,A,A,0.0012600603866564546,Fast Path (Untouched),1,A,0.5980443954467773
MSA_2012_5_28,Scientists found evidence of a fish that lived millions of years ago. The fish had features that were possibly used to move on land. This fish is now extinct. What scientific evidence did the scientists most likely find that confirmed the existence of this fish?,A,A,0.08091382439830071,"Combined Steer Path (α=-0.18, N=10)",1,A,0.6128926277160645
ACTAAP_2008_7_16,Which energy source might involve burning wood or producing gasohol?,A,A,0.009559106561847535,Fast Path (Untouched),1,A,0.5732409954071045
VASoL_2007_3_15,"Which of these warms most of the air, water, and land on Earth?",C,C,0.042901117752095326,"Combined Steer Path (α=-0.07, N=10)",1,C,0.5895907878875732
Mercury_7024938,"When buying a sunscreen, which is the best question to keep in mind while reading the label for maximum effectiveness?",D,D,0.07202426548145206,"Combined Steer Path (α=-0.16, N=10)",1,D,0.589531660079956
Mercury_407767,"Water at 20 degrees Celsius is placed on a stove. As the water is heated, thermal energy is absorbed by the water. If the water is heated to a maximum temperature of 80 degrees Celsius, what happens as a result of the increased temperature?",D,D,0.03518446064451861,"Combined Steer Path (α=-0.04, N=10)",1,D,0.6045248508453369
Mercury_7015908,"At which location does the movement of tectonic plates form isolated volcanic islands, such as Hawaii?",D,D,0.011584112165193299,Fast Path (Untouched),1,D,0.5914623737335205
Mercury_405461,Which is the most likely way a scientist collects data during an experiment?,C,C,0.028515851761365573,"Combined Steer Path (α=-0.02, N=10)",1,C,0.5736160278320312
Mercury_SC_400525,Photosynthesis and respiration are both parts of which cycle?,A,A,0.027967268217456497,"Combined Steer Path (α=-0.02, N=10)",1,A,0.5761384963989258
Mercury_7004585,What two organ systems are involved in the transfer of oxygen to the cells from outside the body?,D,D,0.018019344043987463,Fast Path (Untouched),1,D,0.6055202484130859
NYSEDREGENTS_2012_8_30,"Rocks are classified as sedimentary, metamorphic, or igneous on the basis of the",2,2),0.03172470379854552,"Combined Steer Path (α=-0.03, N=10)",0,,0.6443166732788086
NYSEDREGENTS_2013_8_37,"A student placed a rock in a graduated cylinder containing water, causing the water level in the cylinder to increase by 20 mL. This increase represents the rock's",2,2,0.00998740629673144,Fast Path (Untouched),0,,0.6392040252685547
NYSEDREGENTS_2015_8_35,Scientists have created trains that use magnets to make the trains float above the tracks as they travel. These trains float because,2,2,0.004121664967850666,Fast Path (Untouched),0,,0.6475493907928467
TIMSS_2011_8_pg77,Which of the following statements is true about organisms that are producers?,A,A,0.00574735148306333,Fast Path (Untouched),1,A,0.5804076194763184
Mercury_7274365,What physical property is characteristic of all of the elements in the group located in the rightmost column of the periodic table?,B,B,0.04287181322561694,"Combined Steer Path (α=-0.07, N=10)",1,B,0.5947709083557129
Mercury_7283885,"The human immunodeficiency virus (HIV) causes AIDS. The first known human cases AIDS were in Africa in the late 1950s. Since then, tens of millions of people have died from the disease, and tens of millions more people all over the world are infected. Which term best describes the disease AIDS?",D,C,0.06393639830309518,"Combined Steer Path (α=-0.13, N=10)",0,C,0.6057870388031006
NCEOGA_2013_5_14,Which is a function of the cardiovascular system?,D,D,0.011502653004101894,Fast Path (Untouched),1,D,0.5734331607818604
NYSEDREGENTS_2010_4_22,Why do some animals hibernate in the winter?,B,B,0.0026741853528267534,Fast Path (Untouched),1,B,0.5783600807189941
Mercury_7213675,"Which organ system communicates with cells in muscle tissue so that the muscles contract or relax, allowing the body to move?",B,B,0.014782012150781385,Fast Path (Untouched),1,B,0.5901787281036377
MCAS_2000_8_20,Which is not a significant reason why people are living longer today than 100 years ago?,A,A,0.06898364107784856,"Combined Steer Path (α=-0.15, N=10)",1,A,0.5827648639678955
Mercury_7098928,Which concept was most likely modified due to the invention of the microscope?,B,B,0.017570159253914277,Fast Path (Untouched),1,B,0.5759470462799072
TAKS_2009_8_38,"At certain times of the year, meteor showers can be observed from Earth. Why are these objects from space usually harmless?",D,D,0.04423979516527411,"Combined Steer Path (α=-0.07, N=10)",1,D,0.5893387794494629
TIMSS_1995_8_L3,A girl found the skull of an animal. She did not know what the animal was but she was sure that it preyed on other animals for its food. What clue led to this conclusion?,D,D,0.08814712503145901,"Combined Steer Path (α=-0.21, N=10)",1,D,0.6398305892944336
VASoL_2009_5_20,At which location are oceans the deepest?,C,C,0.0028961478312353245,Fast Path (Untouched),1,C,0.5644829273223877
MCAS_2002_8_14,Steel is used for cables in suspension bridges because of its capacity for,A,A,0.020071441037051958,Fast Path (Untouched),1,A,0.6040115356445312
Mercury_7267575,Which of the following natural disasters is likely to cause the most widespread damage in a coastal ecosystem?,C,C,0.013432622957933711,Fast Path (Untouched),1,C,0.6480715274810791
MCAS_2003_8_33,The manufacturing process used to permanently put parts together is called,D,D,0.0049441010295523695,Fast Path (Untouched),1,D,0.5771036148071289
Mercury_7212625,What is the smallest particle of an element that still exhibits all the properties of that element?,B,B,0.010553305256537896,Fast Path (Untouched),1,B,0.588397741317749
MCAS_2010_5_11995,"Corals are small marine organisms that live in groups and make hard outer skeletons to protect their bodies. Over time, these outer skeletons can build up to make large coral reefs. Which of the following statements best describes one way the formation of a coral reef changes the ocean ecosystem?",D,D,0.059234945640062715,"Combined Steer Path (α=-0.12, N=10)",1,D,0.6384940147399902
NYSEDREGENTS_2008_8_2,Running to escape danger is an action that requires the nervous system to coordinate the interaction of which two body systems?,2,2),0.04973236823851714,"Combined Steer Path (α=-0.09, N=10)",0,,0.6371359825134277
TIMSS_2003_4_pg34,A renewable energy source is a source that will not run out. Which is an example of the use of such a source?,B,B,0.023080926611848875,"Combined Steer Path (α=-0.01, N=10)",1,B,0.5902528762817383
Mercury_409065,"Rosa and Ted ate granola bars before competing in a swimming competition. Less than 50% of the chemical energy in the granola bars was converted to mechanical energy during the swim competition. If all the energy in the granola bars was used, which most likely happened to the rest of the energy?",C,C,0.06076494487114866,"Combined Steer Path (α=-0.12, N=10)",1,C,0.6363592147827148
Mercury_7015575,"When coal burns, the reaction",B,B,0.0012891409225830903,Fast Path (Untouched),1,B,0.5728340148925781
Mercury_7211418,What type of cell passes on mutations?,D,D,0.00727341060577715,Fast Path (Untouched),1,D,0.564511775970459
NYSEDREGENTS_2012_8_16,During which process do cells use oxygen to release stored energy?,2,2,0.015769677037045626,Fast Path (Untouched),0,,0.5649580955505371
Mercury_SC_400114,"When water changes from a liquid to a gas and then the steam condenses back to the liquid form, these types of changes are",A,A,0.010479017853045563,Fast Path (Untouched),1,A,0.5818874835968018
Mercury_7119875,Which trait most likely helps an animal survive in a very cold environment?,C,C,0.025765955810421865,"Combined Steer Path (α=-0.02, N=10)",1,C,0.599090576171875
Mercury_403912,"Due to extreme pressure, the inner core of Earth is",A,A,0.023080926611848875,"Combined Steer Path (α=-0.01, N=10)",1,A,0.6051015853881836
NAEP_2009_8_S10+2,Which layer of Earth is divided into plates?,B,B,0.011567774851742912,Fast Path (Untouched),1,B,0.6296894550323486
ACTAAP_2010_7_10,Air is composed of many different substances. Which of the following components of air is a compound rather than an element?,C,C,0.07366356785173576,"Combined Steer Path (α=-0.16, N=10)",1,C,0.5891201496124268
Mercury_7205468,Which color of light is produced when all of the colors of visible light in the electromagnetic spectrum are combined?,B,B,0.029034593726707948,"Combined Steer Path (α=-0.03, N=10)",1,B,0.5816972255706787
NAEP_2005_4_S12+7,Where does water in a lake get most of its energy to evaporate?,A,A,0.022042019252218513,"Combined Steer Path (α=-0.00, N=10)",1,A,0.5710735321044922
Mercury_SC_401780,A new moon occurs about every,D,D,0.017943704692324033,Fast Path (Untouched),1,D,0.5596489906311035
Mercury_7077490,Which is needed to determine the amount of gravitational force between two objects?,B,B,0.03537885760651652,"Combined Steer Path (α=-0.04, N=10)",1,B,0.5684757232666016
Mercury_404987,"In a lab investigation, students had to identify different mineral specimens. Which property is the most reliable for identifying one mineral from another?",B,B,0.039844439619165395,"Combined Steer Path (α=-0.06, N=10)",1,B,0.5863397121429443
VASoL_2009_3_32,Which of these is the BEST sign that the fall season has begun?,D,D,0.006065863070549209,Fast Path (Untouched),1,D,0.5750033855438232
NYSEDREGENTS_2013_8_7,In which part of a plant cell does photosynthesis occur?,2,2,0.011502653004101894,Fast Path (Untouched),0,,0.577049732208252
MCAS_2006_9_42,Some campers are sitting around a campfire outside their tent. Which product of the fire is in the form of electromagnetic waves?,A,A,0.022634463276671297,"Combined Steer Path (α=-0.01, N=10)",1,A,0.5858783721923828
Mercury_7216720,Which of the following is a part of the process of sexual reproduction?,C,C,0.018146105739956116,Fast Path (Untouched),1,C,0.581305980682373
Mercury_7018078,The sum of protons and neutrons in the nucleus of an atom is called the,B,B,0.004501461568957139,Fast Path (Untouched),1,B,0.5854291915893555
Mercury_SC_400523,Decaying plants and animals are important to an ecosystem because they,D,D,0.016196325479295934,Fast Path (Untouched),1,D,0.6062867641448975
MCAS_2015_8_20,The temperature in a classroom is 15°C (59°F). The teacher turns the thermostat to 20°C (68°F) and keeps the door closed. Which of the following statements best describes the change that occurs as the temperature in the room increases to 20°C?,C,C,0.046181011307653015,"Combined Steer Path (α=-0.08, N=10)",1,C,0.7013890743255615
Mercury_7198993,Gel electrophoresis is a technology which allows researchers to reliably separate and sort DNA fragments. This technology is most useful for which application?,C,C,0.06838994953885798,"Combined Steer Path (α=-0.15, N=10)",1,C,0.5911655426025391
Mercury_SC_408250,Robin compared the properties of some rocks. Which property did she most likely compare with a balance?,B,A,0.027239131272991844,"Combined Steer Path (α=-0.02, N=10)",0,A,0.5793740749359131
Mercury_7016853,The angle of a ramp is changed several times during an experiment. Which tool is needed to measure the different angles?,B,B,0.04433044317795476,"Combined Steer Path (α=-0.07, N=10)",1,B,0.5817351341247559
TIMSS_2003_4_pg17,How can washing your hands help keep you from getting sick?,A,A,0.01294943271650365,Fast Path (Untouched),1,A,0.5746340751647949
MCAS_2011_8_17698,Which of the following provides the best evidence that Earth has evolved over geologic time?,D,D,0.03547644369254419,"Combined Steer Path (α=-0.04, N=10)",1,D,0.589752197265625
Mercury_406917,Students measured the elevation changes in a large park near their school. Which of the following would be the best way to report their findings?,B,B,0.09079322357613619,"Combined Steer Path (α=-0.21, N=10)",1,B,0.5914566516876221
Mercury_7175805,"In a particular habitat, Animal X has two sources of food. One source is found in the water and the other source is found on land. If the main predator of Animal X is found only on land, what is the most likely structural adaptation that will be selected for in the population of Animal X?",D,D,0.029034593726707948,"Combined Steer Path (α=-0.03, N=10)",1,D,0.6500577926635742
VASoL_2011_5_38,Which of these is the most important product of Virginia forests?,C,C,0.01984799898061369,Fast Path (Untouched),1,C,0.5708708763122559
Mercury_7084595,The cycle of night and day on Earth is a result of,D,D,0.02558735195016239,"Combined Steer Path (α=-0.01, N=10)",1,D,0.5715456008911133
Mercury_SC_415478,Some changes are fast. Some changes are slow. Which of these changes is most likely the slowest?,D,D,0.06985993118408051,"Combined Steer Path (α=-0.15, N=10)",1,D,0.5853626728057861
Mercury_SC_400048,Which form of energy is required for a television set to work?,A,A,0.018635831060709616,Fast Path (Untouched),1,A,0.5929267406463623
Mercury_SC_402117,"Some research has shown that the burning of fossil fuels contributes to an effect called global warming, which scientists believe is changing the chemical makeup of Earth's atmosphere. Use of which invention would help lower this effect?",A,A,0.04185812101502524,"Combined Steer Path (α=-0.06, N=10)",1,A,0.6359314918518066
Mercury_7217980,What instrument should be used to monitor atmospheric pressure changes as a weather system approaches?,D,D,0.024815716051791174,"Combined Steer Path (α=-0.01, N=10)",1,D,0.6298093795776367
Mercury_SC_408884,There are different kinds of muscles in the human body. Each muscle is formed from a group of cells that works together. The main function of a group of muscle cells is to,D,D,0.017398461891119658,Fast Path (Untouched),1,D,0.5903341770172119
Mercury_SC_LBS10606,An echo is a sound wave that has been,D,D,0.0338055569342403,"Combined Steer Path (α=-0.04, N=10)",1,D,0.5706877708435059
Mercury_7235673,Hawaii is composed mainly of volcanoes with gentle slopes and large surface areas. Which characteristics best describe the lava these volcanoes have released?,A,A,0.07822137089264235,"Combined Steer Path (α=-0.18, N=10)",1,A,0.5955870151519775
Mercury_7103320,High average daily temperature and heavy annual precipitation are found in a,C,C,0.013470519723749857,Fast Path (Untouched),1,C,0.574425220489502
Mercury_SC_406480,A student must explain the role of dead leaves in the ecosystem. Which statement will the student most likely provide to explain the importance of these leaves?,B,B),0.1334886777790663,"Combined Steer Path (α=-0.35, N=10)",1,B,0.6553094387054443
Mercury_7239453,The extensive branching of neurons helps them to perform which function?,C,C,0.024066775576609342,"Combined Steer Path (α=-0.01, N=10)",1,C,0.5732789039611816
Mercury_SC_400923,"In a forest, a brown-colored bird sits on a tree branch. How does the bird's brown color most likely help it survive in the forest?",C,C,0.015725415130617995,Fast Path (Untouched),1,C,0.589235782623291
MEA_2010_8_9-v1,During which process does genetic material come from two parents?,D,D,0.010979044248508646,Fast Path (Untouched),1,D,0.5647444725036621
VASoL_2008_5_14,Copper wire is often wrapped in plastic. Plastic material is a good,B,B,0.0778617989831743,"Combined Steer Path (α=-0.17, N=10)",1,B,0.5742640495300293
Mercury_400396,Which is a trait a human most directly inherits from its parents?,A,A,0.030688767481165193,"Combined Steer Path (α=-0.03, N=10)",1,A,0.5787794589996338
Mercury_7274313,Where are the most reactive metals located on the periodic table?,C,C,0.026788784253264503,"Combined Steer Path (α=-0.02, N=10)",1,C,0.6163821220397949
NYSEDREGENTS_2013_8_27,Which geologic process occurs when the acid in precipitation dissolves certain types of rock?,3,3,0.008645502827411536,Fast Path (Untouched),0,,0.6188607215881348
Mercury_SC_400709,Which statement best compares gravity on the Moon to gravity on Earth?,B,B),0.0556790245656388,"Combined Steer Path (α=-0.11, N=10)",1,B,0.6785275936126709
Mercury_7247083,"When manned space exploration began, NASA used the gravity assist concept so that spacecraft could conserve fuel. Which statement explains why the gravity assist concept was useful for spacecraft to successfully travel and return to Earth?",C,C,0.04564934570138127,"Combined Steer Path (α=-0.08, N=10)",1,C,0.6028487682342529
VASoL_2007_3_18,Which of these does the MOST harm to the air?,C,C,0.005101068262099596,Fast Path (Untouched),1,C,0.5822646617889404
Mercury_7075180,A paramecium is an example of,A,A,0.01546239961971619,Fast Path (Untouched),1,A,0.573298454284668
NYSEDREGENTS_2015_8_8,The hereditary material in corn plants can be altered by scientists so the plants produce more corn. Which term identifies this process?,4,4),0.06483955731800617,"Combined Steer Path (α=-0.13, N=10)",0,,0.6421194076538086
Mercury_7008208,Which theory states that the universe originated as a single mass?,A,A,0.003960772534586705,Fast Path (Untouched),1,A,0.5780553817749023
MEA_2013_5_11,A scientist compares ancient animal tracks to modern animal tracks. Which conclusion is the scientist most likely to reach?,A,A,0.15542216579329632,"Combined Steer Path (α=-0.41, N=10)",1,A,0.5923089981079102
Mercury_7270043,"Most electricity in the United States is generated using coal, natural gas, nuclear energy, or hydropower. Which of these add carbon dioxide to the atmosphere?",A,A,0.08203578706155129,"Combined Steer Path (α=-0.19, N=10)",1,A,0.5957965850830078
Mercury_176610,"As wave frequency is increased, wave energy",C,C,0.000867150815313721,Fast Path (Untouched),1,C,0.5694112777709961
Mercury_SC_401642,A marine iguana is an animal that lives on the shoreline of warm islands. Its tail is long and thick. Which of these is improved by the shape of its tail?,A,B,0.07117008220268428,"Combined Steer Path (α=-0.15, N=10)",0,B,0.5997521877288818
Mercury_LBS10126,"During a demonstration, a teacher pours CO_{2} gas over a candle, putting out the flame. Which physical property allows the teacher to pour the CO_{2} gas?",A,A,0.046306962796843355,"Combined Steer Path (α=-0.08, N=10)",1,A,0.6006896495819092
LEAP__5_10308,DNA technology has improved greatly in the last twenty years. Which task has been made easier by the development of DNA technology?,A,A,0.044149323948849156,"Combined Steer Path (α=-0.07, N=10)",1,A,0.6445074081420898
Mercury_7026513,"A rock formation in a land area contains fossils. Over time, tremendous heat and pressure change the formation to produce a harder rock formation without fossils. Which change in rock type has occurred in this land area?",D,D,0.07533715234088204,"Combined Steer Path (α=-0.17, N=10)",1,D,0.6691906452178955
NYSEDREGENTS_2012_4_21,Which three things do animals need from their environment in order to survive?,C,C,0.018197055134012905,Fast Path (Untouched),1,C,0.5807271003723145
Mercury_SC_401305,Which process is the best example of weathering?,B,B,0.0048192552629348915,Fast Path (Untouched),1,B,0.5726470947265625
Mercury_SC_413146,"The teacher heats a pot of water. Once the water reaches 100°C, which point has the water reached?",A,A,0.028674499153758595,"Combined Steer Path (α=-0.02, N=10)",1,A,0.5825841426849365
Mercury_7124093,A roller coaster is climbing up the highest hill on its track. At which point will the front car of the coaster most likely have its greatest potential energy?,B,B,0.044149323948849156,"Combined Steer Path (α=-0.07, N=10)",1,B,0.6053593158721924
Mercury_LBS10795,A screwdriver is used to pry the lid off a paint can. The resistance arm is 0.5 centimeters. The effort arm is 20 centimeters. What is the mechanical advantage of the screwdriver?,D,B,0.030350790572528447,"Combined Steer Path (α=-0.03, N=10)",0,B,0.6075167655944824
ACTAAP_2009_5_1,Which planet is fourth from the Sun in our solar system?,A,B,0.018557652801807132,Fast Path (Untouched),0,B,0.5729825496673584
Mercury_177485,What is the name of a circuit in which the current splits at the junctions?,B,B,0.00951863629687369,Fast Path (Untouched),1,B,0.5879309177398682
MEAP_2004_8_48,What unit of measure should Jerry use to report the volume of a liquid?,C,C,0.06771080551166976,"Combined Steer Path (α=-0.14, N=10)",1,C,0.5782163143157959
Mercury_406802,Which statement best describes a learned characteristic in a dog?,A,A,0.014596024590780618,Fast Path (Untouched),1,A,0.58089280128479
MSA_2015_5_37,Earth revolves around the sun. The amount of time needed for Earth to complete one revolution around the sun is approximately,D,D,0.013114718078610803,Fast Path (Untouched),1,D,0.5907011032104492
Mercury_192868,"In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this?",C,C,0.023437740632349054,"Combined Steer Path (α=-0.01, N=10)",1,C,0.5956704616546631
Mercury_7137008,The removal of waste from Florida's East Bay and Pensacola Bay is intended to speed the bay ecosystem's natural tendency to do which of the following?,C,C,0.05336089572610096,"Combined Steer Path (α=-0.10, N=10)",1,C,0.6275427341461182
Mercury_SC_405482,Indigo buntings are birds that nest in Florida during the summer. Male buntings are bright blue in color while females are a dull brown. How does the dull brown color of the female buntings help the species survive?,C,C,0.03238925678347115,"Combined Steer Path (α=-0.04, N=10)",1,C,0.6857421398162842
Mercury_7044713,"When riding a roller coaster, an electric motor pulls the roller coaster to the top of the first hill. What force pulls the roller coaster down the hill?",C,C,0.02705059922782065,"Combined Steer Path (α=-0.02, N=10)",1,C,0.5916142463684082
Mercury_7217683,What allows for some organisms in a population to have an increased survival rate over other organisms of the same species?,D,D,0.008523980342168815,Fast Path (Untouched),1,D,0.5861823558807373
Mercury_SC_416653,Which type of ecosystem has the greatest variation in temperature from its top to its bottom?,C,C,0.010794543567409833,Fast Path (Untouched),1,C,0.5891602039337158
Mercury_SC_402031,Which of these tools is best for recording observations outdoors?,C,C,0.010871043208266654,Fast Path (Untouched),1,C,0.5745036602020264
MCAS_1999_8_28,"A scientist is studying the effect of acid rain on oak trees. Of the numbers below, which would be the number of oak trees the scientist should use to obtain the most reliable data?",D,C,0.05130752638575302,"Combined Steer Path (α=-0.09, N=10)",0,C,0.595893383026123
Mercury_400808,Chromium is characterized by a very high melting point. Use the Periodic Table of the Elements to identify which of these elements most likely has a similar melting point.,B,B,0.061255733290984035,"Combined Steer Path (α=-0.12, N=10)",1,B,0.5969350337982178
TIMSS_2003_8_pg101,The shape of the moon appears to change regularly during each month. Which of the following best explains why the shape of the moon appears to change?,C,C,0.041430733155204846,"Combined Steer Path (α=-0.06, N=10)",1,C,0.5974602699279785
Mercury_7008033,Which is an example of mechanical weathering?,D,A,0.0050006160546000235,Fast Path (Untouched),0,A,0.5735583305358887
ACTAAP_2011_5_6,"Which mineral, found in Arkansas, is an ore that can be used to produce aluminum?",C,C,0.01050867052471791,Fast Path (Untouched),1,C,0.5828218460083008
