id,question,answer_key,answer,is_correct,extracted_key,latency_seconds
MCAS_2003_5_3,What causes sound?,B,B,1,B,0.3619656562805176
Mercury_182700,"In 1989, the unusually low snowpack in portions of the Sierra Nevada Mountains led to a widespread emergence of Edith's checkerspot butterflies in April. In these regions, flowers do not appear until May. What was the most likely result of the early emergence of these butterflies?",A,B,0,B,0.38749027252197266
MCAS_2003_8_28,"Kendra's mom is purchasing a car, but cannot decide what color to get. Kendra advises her mom that a car with a black exterior will be uncomfortable in the summer. This observation is correct because dark objects, as compared to lighter colored objects,",C,C,1,C,0.3456077575683594
Mercury_7001855,"A student drops a white tablet into a glass of water, producing carbon dioxide gas. This is a demonstration of",B,B,1,B,0.342801570892334
MCAS_2000_4_32,The parts of plants that make seeds are the,C,C,1,C,0.3332951068878174
Mercury_400806,The electrical charge of the nucleus of an atom is +12. How many electrons does the atom have in its neutral state?,B,A,0,A,0.3429594039916992
Mercury_7170643,Respiration is a process during which energy is released from glucose. This energy is used for processes such as growth of the body. Which type of energy does respiration release?,A,A,1,A,0.3566269874572754
MCAS_2000_8_24,Which is the best evidence for the theory of continental drift?,D,D,1,D,0.343569278717041
Mercury_SC_401163,A scientist trying to identify an unknown liquid may heat the liquid. Which would be the best reason for the scientist to heat the liquid?,C,C,1,C,0.34209585189819336
Mercury_406923,A cyclist travels 3 km north in 25 minutes. What does this information describe?,C,C,1,C,0.3339824676513672
Mercury_404991,Which is a primary energy source used by power plants to generate electricity?,A,A,1,A,0.3306558132171631
Mercury_SC_401122,A metal pan will heat up quickly when placed over a gas or electric burner. The metal pan is a good,C,C,1,C,0.3517422676086426
NYSEDREGENTS_2010_4_3,Which form of energy is produced when a guitar string vibrates?,D,D,1,D,0.34818124771118164
Mercury_7222670,"Structures in the universe are grouped into large systems, each of which are made up of smaller systems. Which of the following is the largest system of which Earth is only a very small part?",C,C,1,C,0.3857841491699219
Mercury_SC_LBS10344,How does the presence of organic matter contribute to good soil?,A,A,1,A,0.33617210388183594
MSA_2012_5_28,Scientists found evidence of a fish that lived millions of years ago. The fish had features that were possibly used to move on land. This fish is now extinct. What scientific evidence did the scientists most likely find that confirmed the existence of this fish?,A,A,1,A,0.3403127193450928
ACTAAP_2008_7_16,Which energy source might involve burning wood or producing gasohol?,A,A,1,A,0.33532166481018066
VASoL_2007_3_15,"Which of these warms most of the air, water, and land on Earth?",C,C,1,C,0.3323361873626709
Mercury_7024938,"When buying a sunscreen, which is the best question to keep in mind while reading the label for maximum effectiveness?",D,D,1,D,0.3344004154205322
Mercury_407767,"Water at 20 degrees Celsius is placed on a stove. As the water is heated, thermal energy is absorbed by the water. If the water is heated to a maximum temperature of 80 degrees Celsius, what happens as a result of the increased temperature?",D,D,1,D,0.33989739418029785
Mercury_7015908,"At which location does the movement of tectonic plates form isolated volcanic islands, such as Hawaii?",D,D,1,D,0.33341145515441895
Mercury_405461,Which is the most likely way a scientist collects data during an experiment?,C,C,1,C,0.32814764976501465
Mercury_SC_400525,Photosynthesis and respiration are both parts of which cycle?,A,A,1,A,0.33131957054138184
Mercury_7004585,What two organ systems are involved in the transfer of oxygen to the cells from outside the body?,D,D,1,D,0.33031296730041504
NYSEDREGENTS_2012_8_30,"Rocks are classified as sedimentary, metamorphic, or igneous on the basis of the",2,B),0,B,0.4213683605194092
NYSEDREGENTS_2013_8_37,"A student placed a rock in a graduated cylinder containing water, causing the water level in the cylinder to increase by 20 mL. This increase represents the rock's",2,2,0,,0.35447072982788086
NYSEDREGENTS_2015_8_35,Scientists have created trains that use magnets to make the trains float above the tracks as they travel. These trains float because,2,2,0,,0.3560831546783447
TIMSS_2011_8_pg77,Which of the following statements is true about organisms that are producers?,A,A,1,A,0.33592796325683594
Mercury_7274365,What physical property is characteristic of all of the elements in the group located in the rightmost column of the periodic table?,B,B,1,B,0.3354828357696533
Mercury_7283885,"The human immunodeficiency virus (HIV) causes AIDS. The first known human cases AIDS were in Africa in the late 1950s. Since then, tens of millions of people have died from the disease, and tens of millions more people all over the world are infected. Which term best describes the disease AIDS?",D,C,0,C,0.3397657871246338
NCEOGA_2013_5_14,Which is a function of the cardiovascular system?,D,D,1,D,0.32768821716308594
NYSEDREGENTS_2010_4_22,Why do some animals hibernate in the winter?,B,B,1,B,0.3276031017303467
Mercury_7213675,"Which organ system communicates with cells in muscle tissue so that the muscles contract or relax, allowing the body to move?",B,B,1,B,0.32750439643859863
MCAS_2000_8_20,Which is not a significant reason why people are living longer today than 100 years ago?,A,A,1,A,0.32518458366394043
Mercury_7098928,Which concept was most likely modified due to the invention of the microscope?,B,B,1,B,0.332625150680542
TAKS_2009_8_38,"At certain times of the year, meteor showers can be observed from Earth. Why are these objects from space usually harmless?",D,D,1,D,0.3399975299835205
TIMSS_1995_8_L3,A girl found the skull of an animal. She did not know what the animal was but she was sure that it preyed on other animals for its food. What clue led to this conclusion?,D,D,1,D,0.38442206382751465
VASoL_2009_5_20,At which location are oceans the deepest?,C,C,1,C,0.3696153163909912
MCAS_2002_8_14,Steel is used for cables in suspension bridges because of its capacity for,A,A,1,A,0.3447842597961426
Mercury_7267575,Which of the following natural disasters is likely to cause the most widespread damage in a coastal ecosystem?,C,C,1,C,0.34421777725219727
MCAS_2003_8_33,The manufacturing process used to permanently put parts together is called,D,D,1,D,0.324082612991333
Mercury_7212625,What is the smallest particle of an element that still exhibits all the properties of that element?,B,B,1,B,0.32643699645996094
MCAS_2010_5_11995,"Corals are small marine organisms that live in groups and make hard outer skeletons to protect their bodies. Over time, these outer skeletons can build up to make large coral reefs. Which of the following statements best describes one way the formation of a coral reef changes the ocean ecosystem?",D,D,1,D,0.3866920471191406
NYSEDREGENTS_2008_8_2,Running to escape danger is an action that requires the nervous system to coordinate the interaction of which two body systems?,2,2),0,,0.3850984573364258
TIMSS_2003_4_pg34,A renewable energy source is a source that will not run out. Which is an example of the use of such a source?,B,B,1,B,0.3372073173522949
Mercury_409065,"Rosa and Ted ate granola bars before competing in a swimming competition. Less than 50% of the chemical energy in the granola bars was converted to mechanical energy during the swim competition. If all the energy in the granola bars was used, which most likely happened to the rest of the energy?",C,C,1,C,0.3839399814605713
Mercury_7015575,"When coal burns, the reaction",B,B,1,B,0.3320810794830322
Mercury_7211418,What type of cell passes on mutations?,D,D,1,D,0.32461977005004883
NYSEDREGENTS_2012_8_16,During which process do cells use oxygen to release stored energy?,2,2,0,,0.3283543586730957
Mercury_SC_400114,"When water changes from a liquid to a gas and then the steam condenses back to the liquid form, these types of changes are",A,A,1,A,0.3293924331665039
Mercury_7119875,Which trait most likely helps an animal survive in a very cold environment?,C,C,1,C,0.3497307300567627
Mercury_403912,"Due to extreme pressure, the inner core of Earth is",A,A,1,A,0.3504147529602051
NAEP_2009_8_S10+2,Which layer of Earth is divided into plates?,B,B,1,B,0.32567262649536133
ACTAAP_2010_7_10,Air is composed of many different substances. Which of the following components of air is a compound rather than an element?,C,C,1,C,0.32519984245300293
Mercury_7205468,Which color of light is produced when all of the colors of visible light in the electromagnetic spectrum are combined?,B,B,1,B,0.32369446754455566
NAEP_2005_4_S12+7,Where does water in a lake get most of its energy to evaporate?,A,A,1,A,0.33072710037231445
Mercury_SC_401780,A new moon occurs about every,D,D,1,D,0.3263840675354004
Mercury_7077490,Which is needed to determine the amount of gravitational force between two objects?,B,B,1,B,0.32697200775146484
Mercury_404987,"In a lab investigation, students had to identify different mineral specimens. Which property is the most reliable for identifying one mineral from another?",B,B,1,B,0.32668209075927734
VASoL_2009_3_32,Which of these is the BEST sign that the fall season has begun?,D,D,1,D,0.32629919052124023
NYSEDREGENTS_2013_8_7,In which part of a plant cell does photosynthesis occur?,2,2,0,,0.3259289264678955
MCAS_2006_9_42,Some campers are sitting around a campfire outside their tent. Which product of the fire is in the form of electromagnetic waves?,A,A,1,A,0.3261387348175049
Mercury_7216720,Which of the following is a part of the process of sexual reproduction?,C,C,1,C,0.3234374523162842
Mercury_7018078,The sum of protons and neutrons in the nucleus of an atom is called the,B,B,1,B,0.36826157569885254
Mercury_SC_400523,Decaying plants and animals are important to an ecosystem because they,D,D,1,D,0.34954333305358887
MCAS_2015_8_20,The temperature in a classroom is 15°C (59°F). The teacher turns the thermostat to 20°C (68°F) and keeps the door closed. Which of the following statements best describes the change that occurs as the temperature in the room increases to 20°C?,C,C,1,C,0.38905930519104004
Mercury_7198993,Gel electrophoresis is a technology which allows researchers to reliably separate and sort DNA fragments. This technology is most useful for which application?,C,C,1,C,0.3331775665283203
Mercury_SC_408250,Robin compared the properties of some rocks. Which property did she most likely compare with a balance?,B,A,0,A,0.32842087745666504
Mercury_7016853,The angle of a ramp is changed several times during an experiment. Which tool is needed to measure the different angles?,B,B,1,B,0.32751917839050293
TIMSS_2003_4_pg17,How can washing your hands help keep you from getting sick?,A,A,1,A,0.3294243812561035
MCAS_2011_8_17698,Which of the following provides the best evidence that Earth has evolved over geologic time?,D,D,1,D,0.3332784175872803
Mercury_406917,Students measured the elevation changes in a large park near their school. Which of the following would be the best way to report their findings?,B,B,1,B,0.32533740997314453
Mercury_7175805,"In a particular habitat, Animal X has two sources of food. One source is found in the water and the other source is found on land. If the main predator of Animal X is found only on land, what is the most likely structural adaptation that will be selected for in the population of Animal X?",D,D,1,D,0.37741541862487793
VASoL_2011_5_38,Which of these is the most important product of Virginia forests?,C,C,1,C,0.32836461067199707
Mercury_7084595,The cycle of night and day on Earth is a result of,D,D,1,D,0.3313755989074707
Mercury_SC_415478,Some changes are fast. Some changes are slow. Which of these changes is most likely the slowest?,D,D,1,D,0.3301668167114258
Mercury_SC_400048,Which form of energy is required for a television set to work?,A,A,1,A,0.35032033920288086
Mercury_SC_402117,"Some research has shown that the burning of fossil fuels contributes to an effect called global warming, which scientists believe is changing the chemical makeup of Earth's atmosphere. Use of which invention would help lower this effect?",A,A,1,A,0.36275529861450195
Mercury_7217980,What instrument should be used to monitor atmospheric pressure changes as a weather system approaches?,D,D,1,D,0.3332350254058838
Mercury_SC_408884,There are different kinds of muscles in the human body. Each muscle is formed from a group of cells that works together. The main function of a group of muscle cells is to,D,D,1,D,0.33589720726013184
Mercury_SC_LBS10606,An echo is a sound wave that has been,D,D,1,D,0.32341980934143066
Mercury_7235673,Hawaii is composed mainly of volcanoes with gentle slopes and large surface areas. Which characteristics best describe the lava these volcanoes have released?,A,A,1,A,0.33478212356567383
Mercury_7103320,High average daily temperature and heavy annual precipitation are found in a,C,C,1,C,0.329911470413208
Mercury_SC_406480,A student must explain the role of dead leaves in the ecosystem. Which statement will the student most likely provide to explain the importance of these leaves?,B,B),1,B,0.4004530906677246
Mercury_7239453,The extensive branching of neurons helps them to perform which function?,C,C,1,C,0.3313119411468506
Mercury_SC_400923,"In a forest, a brown-colored bird sits on a tree branch. How does the bird's brown color most likely help it survive in the forest?",C,C,1,C,0.3392341136932373
MEA_2010_8_9-v1,During which process does genetic material come from two parents?,D,D,1,D,0.3251490592956543
VASoL_2008_5_14,Copper wire is often wrapped in plastic. Plastic material is a good,B,B,1,B,0.32627439498901367
Mercury_400396,Which is a trait a human most directly inherits from its parents?,A,A,1,A,0.3289365768432617
Mercury_7274313,Where are the most reactive metals located on the periodic table?,C,C,1,C,0.3488004207611084
NYSEDREGENTS_2013_8_27,Which geologic process occurs when the acid in precipitation dissolves certain types of rock?,3,3,0,,0.3599514961242676
Mercury_SC_400709,Which statement best compares gravity on the Moon to gravity on Earth?,B,B),1,B,0.3935573101043701
Mercury_7247083,"When manned space exploration began, NASA used the gravity assist concept so that spacecraft could conserve fuel. Which statement explains why the gravity assist concept was useful for spacecraft to successfully travel and return to Earth?",C,C,1,C,0.3424813747406006
VASoL_2007_3_18,Which of these does the MOST harm to the air?,C,C,1,C,0.33027172088623047
Mercury_7075180,A paramecium is an example of,A,A,1,A,0.33083152770996094
NYSEDREGENTS_2015_8_8,The hereditary material in corn plants can be altered by scientists so the plants produce more corn. Which term identifies this process?,4,4),0,,0.3919336795806885
Mercury_7008208,Which theory states that the universe originated as a single mass?,A,A,1,A,0.3330662250518799
MEA_2013_5_11,A scientist compares ancient animal tracks to modern animal tracks. Which conclusion is the scientist most likely to reach?,A,A,1,A,0.3409140110015869
Mercury_7270043,"Most electricity in the United States is generated using coal, natural gas, nuclear energy, or hydropower. Which of these add carbon dioxide to the atmosphere?",A,A,1,A,0.3345344066619873
Mercury_176610,"As wave frequency is increased, wave energy",C,C,1,C,0.3241429328918457
Mercury_SC_401642,A marine iguana is an animal that lives on the shoreline of warm islands. Its tail is long and thick. Which of these is improved by the shape of its tail?,A,B,0,B,0.3369476795196533
Mercury_LBS10126,"During a demonstration, a teacher pours CO_{2} gas over a candle, putting out the flame. Which physical property allows the teacher to pour the CO_{2} gas?",A,A,1,A,0.33771657943725586
LEAP__5_10308,DNA technology has improved greatly in the last twenty years. Which task has been made easier by the development of DNA technology?,A,A,1,A,0.35289597511291504
Mercury_7026513,"A rock formation in a land area contains fossils. Over time, tremendous heat and pressure change the formation to produce a harder rock formation without fossils. Which change in rock type has occurred in this land area?",D,D,1,D,0.41411447525024414
NYSEDREGENTS_2012_4_21,Which three things do animals need from their environment in order to survive?,C,C,1,C,0.3365943431854248
Mercury_SC_401305,Which process is the best example of weathering?,B,B,1,B,0.33670592308044434
Mercury_SC_413146,"The teacher heats a pot of water. Once the water reaches 100°C, which point has the water reached?",A,A,1,A,0.33408665657043457
Mercury_7124093,A roller coaster is climbing up the highest hill on its track. At which point will the front car of the coaster most likely have its greatest potential energy?,B,B,1,B,0.34179162979125977
Mercury_LBS10795,A screwdriver is used to pry the lid off a paint can. The resistance arm is 0.5 centimeters. The effort arm is 20 centimeters. What is the mechanical advantage of the screwdriver?,D,B,0,B,0.34054088592529297
ACTAAP_2009_5_1,Which planet is fourth from the Sun in our solar system?,A,B,0,B,0.3272514343261719
Mercury_177485,What is the name of a circuit in which the current splits at the junctions?,B,B,1,B,0.3292200565338135
MEAP_2004_8_48,What unit of measure should Jerry use to report the volume of a liquid?,C,C,1,C,0.32787632942199707
Mercury_406802,Which statement best describes a learned characteristic in a dog?,A,A,1,A,0.33380651473999023
MSA_2015_5_37,Earth revolves around the sun. The amount of time needed for Earth to complete one revolution around the sun is approximately,D,D,1,D,0.3298912048339844
Mercury_192868,"In the Four Corners area in the US Southwest, there are large rocky outcroppings of basalt. These were formed by ancient lava flows. Using this information, what class of rock is this?",C,C,1,C,0.36161351203918457
Mercury_7137008,The removal of waste from Florida's East Bay and Pensacola Bay is intended to speed the bay ecosystem's natural tendency to do which of the following?,C,C,1,C,0.35932374000549316
Mercury_SC_405482,Indigo buntings are birds that nest in Florida during the summer. Male buntings are bright blue in color while females are a dull brown. How does the dull brown color of the female buntings help the species survive?,C,C,1,C,0.3952507972717285
Mercury_7044713,"When riding a roller coaster, an electric motor pulls the roller coaster to the top of the first hill. What force pulls the roller coaster down the hill?",C,C,1,C,0.3367760181427002
Mercury_7217683,What allows for some organisms in a population to have an increased survival rate over other organisms of the same species?,D,D,1,D,0.3356783390045166
Mercury_SC_416653,Which type of ecosystem has the greatest variation in temperature from its top to its bottom?,C,C,1,C,0.3307628631591797
Mercury_SC_402031,Which of these tools is best for recording observations outdoors?,C,C,1,C,0.32738685607910156
MCAS_1999_8_28,"A scientist is studying the effect of acid rain on oak trees. Of the numbers below, which would be the number of oak trees the scientist should use to obtain the most reliable data?",D,C,0,C,0.3368415832519531
Mercury_400808,Chromium is characterized by a very high melting point. Use the Periodic Table of the Elements to identify which of these elements most likely has a similar melting point.,B,B,1,B,0.3305847644805908
TIMSS_2003_8_pg101,The shape of the moon appears to change regularly during each month. Which of the following best explains why the shape of the moon appears to change?,C,C,1,C,0.3335835933685303
Mercury_7008033,Which is an example of mechanical weathering?,D,A,0,A,0.33039259910583496
ACTAAP_2011_5_6,"Which mineral, found in Arkansas, is an ore that can be used to produce aluminum?",C,C,1,C,0.3297910690307617
Mercury_SC_400609,"Today's limestone caverns were once solid rock. Acidic rainwater seeping through the rock over hundreds of years dissolved part of the rock, forming caverns. This is an example of",D,D,1,D,0.33604860305786133
Mercury_7044555,Which is not considered an instrument to be used to determine weather?,D,D,1,D,0.3711822032928467
MEA_2010_8_19,Which chemical is a compound?,B,B,1,B,0.34586644172668457
Mercury_7214253,Which of these are parts of the geologic process that changes metamorphic rock into sedimentary rock?,D,D,1,D,0.34525203704833984
Mercury_SC_401275,"Many scientists think that when birds migrate to the same location each year, they find this location by using Earth's",C,C,1,C,0.3252725601196289
MCAS_2004_5_14,Ricardo has an igneous rock in his rock collection. Where did this rock most likely form?,A,A,1,A,0.3302886486053467
Mercury_SC_401786,Which safety measure should a student take when handling a microscope?,C,C,1,C,0.33285069465637207
NYSEDREGENTS_2013_4_12,Which force causes a bicycle to slow down when the brakes are used?,A,A,1,A,0.3264141082763672
Mercury_SC_407701,A farmer predicts a new sprinkler will keep water from being wasted. What term best describes this prediction?,B,B,1,B,0.33245396614074707
NYSEDREGENTS_2008_4_27,Some birds fly south in the fall and return in the spring. This is an example of,A,A,1,A,0.33162569999694824
Mercury_7233345,"Which information will best help scientists determine if an object is a comet, an asteroid, or a meteoroid?",B,C,0,C,0.3328118324279785
VASoL_2009_3_21,From what source does almost all heat energy on Earth come?,C,C,1,C,0.3300013542175293
Mercury_7219030,"As some organisms die, their remains become buried by mud and are eventually compressed into a type of rock. Which of these is a rock type that forms from this process?",B,B,1,B,0.3322873115539551
Mercury_SC_415584,A class measures the time it takes for two different trucks to drive across the parking lot. How can they tell which truck is faster?,B,B,1,B,0.3345670700073242
Mercury_7283693,"The engineering team that is designing a scientific research station on the Arctic permafrost has to provide the station with energy for cooking, heating, and lighting. Considering the fragile environment and other conditions there, the best choice is probably to",A,D,0,D,0.3646535873413086
Mercury_7072625,The human brain is an organ that is made up of many tissues. This information can be used to determine that the brain is,B,B,1,B,0.3450486660003662
Mercury_7033530,What is the primary source of stored thermal energy in oceans?,A,A,1,A,0.3356750011444092
NYSEDREGENTS_2010_8_34,Most scientists agree that an increase in the amount of greenhouse gases entering Earth's atmosphere causes,3,3,0,,0.32823705673217773
Mercury_7075110,Organisms that are classified as multicellular must have,C,C,1,C,0.33090901374816895
Mercury_7205748,Which of these is required to support the theory of star formation?,D,D,1,D,0.33527565002441406
NAEP_2000_8_S21+8,Which of the following is designed to convert energy into mechanical work?,A,A,1,A,0.3261067867279053
Mercury_7241255,Neurons respond to stimuli and transmit impulses to coordinate body functions. Which of these indicates the rapid change in the membrane potential when a neuron is stimulated?,A,A,1,A,0.329235315322876
NYSEDREGENTS_2015_4_4,Which two terms are used to describe weather?,D,D,1,D,0.3245396614074707
ACTAAP_2013_5_4,An organism eats grass and is preyed upon by a carnivore. Which categories describe this organism?,B,A,0,A,0.3322792053222656
CSZ_2008_8_29,What characteristic of carbon [C] makes it essential to living organisms?,C,C,1,C,0.3339543342590332
Mercury_7162803,"At an archaeological dig site, scientists, volunteers, and students collect items used by people living hundreds of years ago. To determine the history of the different people who may have lived at the site, which is the best method to classify the recovered items?",D,D,1,D,0.384859561920166
Mercury_7188965,Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used?,B,B,1,B,0.32817959785461426
Mercury_7205923,Some scientists once believed that Earth was solid like a marble. Which of these has been most responsible for changes in the scientific view of the structure of Earth?,A,A,1,A,0.35730600357055664
Mercury_7017010,Which tools are needed to measure the effects of friction on a block of wood?,A,A,1,A,0.3594532012939453
Mercury_411809,"Which term correctly describes all of the following materials? salt water, vinegar, bronze, air, beach sand",B,B,1,B,0.33637189865112305
Mercury_406776,"When an egg and sperm form an embryo, the offspring that is formed will have genetic traits that are",C,C,1,C,0.3476228713989258
MCAS_2001_5_19,Plants use sunlight to make,C,C,1,C,0.3245530128479004
NYSEDREGENTS_2015_8_33,Heat transfer by conduction occurs when molecules,4,4,0,,0.3250768184661865
Mercury_7024780,"In a laboratory procedure, students added sodium hydroxide crystals to a beaker of water and allowed the resulting solution to cool. Based on this information, which type of chemical process most likely occurred?",C,C,1,C,0.33309078216552734
Mercury_7077648,Which particle type can be identified as being from a specific element?,B,B,1,B,0.3260636329650879
Mercury_416405,How are bacterial cells and human cells alike?,C,C,1,C,0.33021044731140137
Mercury_7057243,A student mixes salt and water in a beaker to form a solution. What properties of the substances would allow the student to then separate the components?,C,A,0,A,0.32813572883605957
Mercury_7206063,The climate of an area would be expected to have the least fluctuations in temperatures where the,D,D,1,D,0.3326578140258789
Mercury_7004988,How are igneous and sedimentary rocks similar?,D,B,0,B,0.33727407455444336
Mercury_7252403,A population of ground squirrels has established a community in the grasslands of the Great Plains. Temperatures often reach -15°C for most of the winter. What is the most likely behavior the ground squirrels use to survive these winter temperatures?,A,A,1,A,0.3834726810455322
Mercury_SC_406851,Which best explains how nutrients get into soil?,C,C,1,C,0.35088300704956055
Mercury_SC_410895,Darryl learns that freezing temperatures may help cause weathering. Which statement explains how freezing temperatures most likely cause weathering?,D,D,1,D,0.36629247665405273
LEAP__4_10227,"A wetland was drained to build a mall. Two years later, there were no more toads in that area. Why did the toads disappear?",D,D,1,D,0.38807129859924316
Mercury_SC_406840,Which part of a plant helps the plant make food from sunlight?,A,A,1,A,0.3303837776184082
VASoL_2008_3_30,"For a plant to stay alive indoors, where does it need to be placed?",D,D,1,D,0.32715535163879395
AKDE&ED_2012_4_29,Which statement describes a property of water that most likely causes large rocks to break apart?,A,A,1,A,0.3304455280303955
TIMSS_1995_8_K16,Which is made with the help of bacteria?,A,A,1,A,0.3238070011138916
Mercury_7201268,The European starling entered North America in the late 1800s. It proved very successful and was able to spread throughout the United States by 1955. The survival and rapid reproduction of starlings most likely limited the population size of which organisms within its habitats?,B,B,1,B,0.345095157623291
Mercury_SC_400604,"When a guitar string is strummed, it produces sound by making",C,C,1,C,0.32868218421936035
Mercury_7186935,"One hot summer, a grassland experienced a drought. Which most likely happened in the ecosystem during this time?",A,A,1,A,0.3371148109436035
NYSEDREGENTS_2008_8_18,What are produced in both the male and female reproductive systems in humans?,4,D,0,D,0.32648396492004395
Mercury_SC_408436,Jonathon was studying bears. He found out that bears are born with some behaviors and learn others from their environment. Which behavior does a bear most likely inherit?,B,B,1,B,0.3359696865081787
Mercury_7124268,"A student investigated the effect of the color of light on the growth of plants. Red, yellow, and green lights were used in the experiment. If another student were to conduct the same experiment, which would be the most important procedure to follow to yield the same results?",D,A,0,A,0.3839573860168457
Mercury_7037363,How are light and sound similar?,B,B,1,B,0.3466508388519287
Mercury_7206133,Shale is a common sedimentary rock. Which of these was required to form shale?,D,D,1,D,0.3742952346801758
NYSEDREGENTS_2015_8_20,All of the different organisms interacting in a pond make up,1,1,0,,0.3313589096069336
Mercury_SC_400118,"In order for electricity from a battery to power a light bulb, the wire has to provide the electricity a path to do what?",A,A,1,A,0.33628273010253906
VASoL_2009_3_28,Camouflage MOST helps an animal with which of these life needs?,B,B,1,B,0.32678890228271484
Mercury_7215548,Cell division is necessary for an organism to,B,B,1,B,0.32581520080566406
Mercury_7024360,Which human activity would have the greatest positive impact on the water quality of a stream?,C,C,1,C,0.33243227005004883
MCAS_2005_8_21,Lightning from a thunderstorm strikes a 21 tree that falls to the forest floor and dies. During the next few years the dead tree undergoes many changes. What organisms are most likely responsible for the biological and chemical changes to the tree?,B,B,1,B,0.3378636837005615
Mercury_7115098,What is the main function of the chloroplasts in plant cells?,A,A,1,A,0.33176732063293457
Mercury_7071803,Which of these were formed by glaciers that flowed through the Ruby Mountain region in northeastern Nevada?,A,D,0,D,0.33449578285217285
Mercury_400629,Which list describes the particles that make up an atom?,B,B),1,B,0.38587474822998047
MCAS_1999_8_32,"When coal is burned to produce electricity, the electrical energy produced is less than the potential energy in the coal. Which best explains this observation?",C,C,1,C,0.38357090950012207
MCAS_8_2015_13,Euglena is a single-celled photosynthetic organism. Clover is a multicellular green plant. Which of the following activities is carried out by both euglena and clover?,A,A,1,A,0.35834288597106934
Mercury_SC_401214,People take in and release gases from the air when they breathe. Which exhaled gas is a waste product of respiration?,D,D,1,D,0.3481154441833496
Mercury_404900,During which process are nuclei duplicated?,A,A,1,A,0.373521089553833
